"","GSM671268","GSM671269","GSM671270","GSM671271","GSM671297","GSM671298","GSM671299","GSM671300","GSM671301","GSM671302","GSM671303","GSM671304","GSM671305","GSM671306","GSM671307","GSM671308","GSM671309","GSM671310","GSM671311","GSM671312","GSM671313","GSM671314","GSM671315","GSM671316","GSM671317","GSM671318","GSM671319","GSM671320","GSM671321","GSM671322","GSM671323","GSM671324","GSM671325","GSM671326","GSM671327","GSM671328","GSM671329","GSM671330","GSM671331","GSM671332","GSM671333","GSM671334","GSM671335","GSM671336","GSM671337","GSM671338","GSM671339","GSM671340","GSM671341","GSM671342","GSM671343","GSM671344","GSM671345","GSM671346","GSM671347","GSM85215","GSM85216","GSM85217","GSM85218","GSM85219","GSM85220","GSM85221","GSM85222","GSM85223","GSM85224","GSM85225","GSM85226","GSM85227","GSM85228","GSM1327256","GSM1327257","GSM1327258","GSM1327259","GSM1327260","GSM1327261","GSM1327262","GSM1327231","GSM1327232","GSM1327233","GSM1327234","GSM1327235","GSM1327236","GSM1327237","GSM1327238","GSM1327239","GSM1327240","GSM1327241","GSM1327242","GSM1327243","GSM1327244","GSM1327245","GSM1327246","GSM1327247","GSM1327248","GSM1327249","GSM1327250","GSM1327251","GSM1327252","GSM1327253","GSM1327254","GSM1327255"
"GLYCEROPHOSPHOLIPID METABOLISM ",0.0889878119249719,0.0131480198960713,0.0697959708874136,0.100116736478678,0.14469723146284,0.377396654952114,0.430681597516966,0.17118676788049,0.531026169505187,0.320326950442964,0.364683160433584,0.439164884629358,0.265504284648812,0.256423404100033,0.420465967224686,0.205925119344037,0.227832828571428,0.218341665494572,0.45614595884237,0.374045614026244,0.400127843352277,0.338758220946821,0.279778705480672,0.310082044439875,0.353753752593641,0.391030952955934,0.387747172190947,0.446775436623205,0.320667712875558,0.312122897484448,0.324270573050959,0.319656828331799,0.296249060566699,0.262842609407263,0.330914472077102,0.277959027215034,0.291862947623092,0.328528427851807,0.341465655170746,0.342393268016825,0.286257017488327,0.328321025066082,0.26224500700129,0.448416840176164,0.326059881180321,0.404935024463218,0.41477170141151,0.118415167540998,0.455076046920162,0.174318846426603,0.19565755569236,0.15338520328843,0.209421598015011,0.0633652329166329,0.244382646608744,0.17436814639612,0.175330720158618,0.230072942768608,0.14651476069869,0.182992728024582,0.177962731874128,0.139825957050144,0.351989761922189,0.352842766660022,0.447766713598625,0.314919062747977,0.363771431833211,0.391189703103806,0.349031456218958,0.195083808860528,0.221058126574446,0.224036456615941,0.186979824549687,0.197948029527251,0.228381070092215,0.170061325272139,0.266713444567002,0.11687335080525,0.172209722902873,0.301380939327238,0.284224616960061,0.134119481727841,0.201942968718323,0.15631614082088,0.293439333203126,0.379571030528803,0.196018627919977,0.512844357926506,0.43361510337894,0.444891382738629,0.420881760941449,0.361360230493331,0.175028734187065,0.387544590161908,0.398243445207575,0.353668300394068,0.387212240633627,0.375390507725315,0.372673206080494,0.33035075451539,0.360866118609553
"ACUTE MYELOID LEUKEMIA ",0.490279725630066,0.507182206716078,0.510100192232135,0.434854323194191,0.437193545546809,0.429454236419671,0.447412686331752,0.460429285623084,0.375274106606307,0.46538535403047,0.47137352529601,0.393095629052257,0.37296133931344,0.590638829791005,0.656743320227999,0.389605178708061,0.445143482314364,0.356629755288904,0.415964586055065,0.622603603132218,0.62621145565177,0.649992191210802,0.593921518008205,0.588408430959152,0.409072940046809,0.414433728677034,0.379557556626265,0.381417231243483,0.512239750508362,0.436924309116141,0.593920831743162,0.647992257135751,0.617173113828129,0.55661427942448,0.647801748914896,0.606308258356385,0.608826076752525,0.608725106497792,0.603074412006446,0.63635921542677,0.644747223504028,0.606108167350254,0.568427361913108,0.64984437865425,0.598794257782584,0.649993088032221,0.385966131995513,0.484313512123742,0.403896282157558,0.626617880912937,0.4848064914063,0.478706240686014,0.432814018204026,0.487081195264716,0.566149562710856,0.444500046034396,0.482671604026673,0.529666710403575,0.530349543529291,0.46188075980556,0.447906802784955,0.586093417799555,0.400520498102564,0.663707725513743,0.365111151322915,0.629132290976519,0.656748736167282,0.64869433983788,0.618147486030149,0.388584959570824,0.376602471837322,0.405730295601921,0.438284262690662,0.53895272605357,0.393892064909878,0.449964071797354,0.59310267178819,0.524405474556023,0.550362020690053,0.615939597111722,0.589080979346887,0.531598934699576,0.592246810282465,0.491207249744692,0.594385996428316,0.646325268127955,0.536796137116353,0.333988546837378,0.322930727970645,0.644224887176786,0.653216931703305,0.634186432941366,0.618994004852936,0.649757587969678,0.646920098767545,0.651262373029117,0.636529284149203,0.672843546418041,0.692102689404244,0.59547467375812,0.654452594051571
"SYNAPTIC VESICLE CYCLE ",0.327080830500454,0.380509554975918,0.361159916394704,0.335483984027972,0.450597099984894,0.456226379638568,0.374643223259052,0.331888056373275,0.291707000190078,0.301794837914588,0.345267574498937,0.475752965616529,0.479350712876043,0.453740253276189,0.441477026169889,0.482870504742912,0.462966262645702,0.471169419189526,0.474574572197514,0.431160726447507,0.464717101836096,0.422967538183695,0.428671284107993,0.438655912435922,0.460061486243043,0.435530608986445,0.436026767141986,0.47124148952435,0.426614059293216,0.419896933889234,0.428445647268451,0.438643584626289,0.431181539442517,0.456158380767258,0.445145534939222,0.431464642304897,0.436874378940909,0.412554464094235,0.441225661758081,0.443448548026676,0.456228953717817,0.435143218054187,0.433530747739417,0.430722337211624,0.445780766330519,0.456211423757271,0.484954428126104,0.311905971813786,0.362789516522879,0.360832465653645,0.4202679757131,0.38469032105502,0.377890425438765,0.3436833729882,0.475428860808283,0.407002313186964,0.383046556291383,0.471136502739039,0.377508090742942,0.384553923291985,0.502402086255247,0.370457203855725,0.438576460532328,0.416717247103525,0.481550805762358,0.423715079615103,0.47637138466923,0.492095039613251,0.432980087486785,0.478050495796824,0.460644207838654,0.453291041595924,0.445527990378189,0.457696740457172,0.474139035594862,0.463144860553452,0.412493895579898,0.385869899451864,0.353584815213325,0.409256551300693,0.403399699963544,0.309197515417741,0.415395470851924,0.371968120780936,0.419068245346035,0.384583346672538,0.396318522983469,0.575002999582708,0.482280983833726,0.493316574847289,0.448123839611691,0.423981424967988,0.415395470851924,0.412001574629271,0.449443951418138,0.41285034223009,0.415560376446305,0.422663525396211,0.396155013073335,0.443553311984341,0.425144435960345
"LONG-TERM POTENTIATION ",0.184093458051813,0.12561249281428,0.0965233228132013,0.199135212185707,0.316113262734206,0.402899547881773,0.288452292576217,0.322348954227698,0.32376604263068,0.62212067378172,0.359376430256405,0.536893849520645,0.594303601968819,0.626729449579762,0.351902426026957,0.583973350199294,0.589444873272936,0.375742662479835,0.373575812880904,0.668087870622574,0.623515337709077,0.664677260786657,0.681715579066519,0.599930747048813,0.598168302192265,0.544937088668747,0.639879378364145,0.589035885073191,0.679462548536649,0.632969587434451,0.701481403152734,0.706850929106238,0.636858859453148,0.619699208405531,0.740841778562428,0.662035761628346,0.707542276890902,0.68149062417736,0.658044067337182,0.694419744291427,0.703931674108867,0.671482575602153,0.637982276747247,0.344385850722917,0.70005101964402,0.574582801232006,0.564370781437586,0.176079913560623,0.344382742033711,0.669258904866842,0.293446627902849,0.27023348790205,0.320487145657387,0.22576868428398,0.536968164002362,0.36145993078177,0.245290534419774,0.293939682628218,0.231278259046397,0.305529963441012,0.296243529103967,0.266373066513377,0.520946720000176,0.731503156334663,0.641376526647803,0.710997179778668,0.61302141091453,0.640144009991808,0.559859973737808,0.469819929045005,0.480208145523938,0.474840543189401,0.446735129872918,0.248575091847973,0.447573558352249,0.451572716889235,0.299010462265185,0.222974301092932,0.228538586053615,0.735165168055813,0.271336368202713,0.260888340217222,0.267804753760148,0.264210106350519,0.65745469861695,0.286788051126065,0.271336368202713,0.528313163388817,0.498362869023293,0.641321066964481,0.667516943767041,0.698781832267138,0.774466342975369,0.680160053927471,0.689334427327002,0.718606813470812,0.692110013152446,0.709660756642011,0.732861787370172,0.618579572342265,0.750550185136858
"RETROGRADE ENDOCANNABINOID SIGNALING ",0.180657990312568,0.148424556153337,0.119602886717329,0.345083041419495,0.26393805897576,0.29393576649753,0.246075820929259,0.270877669691656,0.309780133058432,0.323302318752064,0.296232266062452,0.461240874759763,0.469740194329908,0.520136232826182,0.521960951378371,0.474381124671721,0.423078082835398,0.410294520504686,0.31298107440689,0.514833736281572,0.598711643073111,0.603467555802013,0.63545600106121,0.569556218122759,0.544557451224045,0.525119340181685,0.577704546848147,0.586527969725893,0.626373031062619,0.51549782707979,0.652637683029356,0.667092241614196,0.669766455859755,0.536849706339721,0.721533152809876,0.623254561091437,0.598801056654804,0.672396484323038,0.615405351219883,0.657586641477651,0.593558788053311,0.632113049648262,0.586996744845688,0.49631691268511,0.619713903803617,0.516098745657713,0.525002147465517,0.224832257155247,0.290359712859485,0.534234188464821,0.243659883446073,0.229276165503746,0.299810784295828,0.208101400250432,0.466295672235871,0.259770296674645,0.210568220043003,0.294855530331736,0.22651524929598,0.211667437813379,0.281033274096036,0.225900702698921,0.5125638724624,0.699154318138976,0.616873299398754,0.6520616809302,0.592136595464886,0.60927291552543,0.580382644524589,0.394318268308822,0.427112216082908,0.418080968739872,0.378784729955283,0.392324821545429,0.448590654963485,0.372488766215938,0.61073484328776,0.219601650391885,0.214107208357169,0.859818511278637,0.258497642457866,0.219303466809627,0.229407375374948,0.223397232080443,0.542232276041326,0.259916011458029,0.248845372905802,0.574303745389608,0.518019140717043,0.633088885301204,0.648475740012049,0.67624287569724,0.686587982492706,0.637971783068153,0.675179096477032,0.657923539622762,0.678084917165676,0.685202428397908,0.648873458479592,0.557720830454211,0.802266874529244
"NEUROTROPHIN SIGNALING PATHWAY ",0.351421018582195,0.305235088611233,0.320947563721878,0.26073584042941,0.512447193566794,0.503912491191876,0.533399487967172,0.506915869698612,0.476047410254523,0.548517675834925,0.517966570293759,0.615830576930376,0.641005558424265,0.712506312259817,0.639440102898872,0.341642487201694,0.627735644621891,0.62308091915412,0.572239425391106,0.664401929702394,0.658822851882964,0.76549483750321,0.825519280350769,0.660356315855497,0.664131416289837,0.645184574616744,0.702376343339795,0.667249113528881,0.635934333203235,0.650474971634962,0.809131581803007,0.740963714181717,0.793321558607796,0.690658298071521,0.842859780375902,0.751886470236976,0.752901505351311,0.796403579024407,0.739681255885615,0.856129444199614,0.81202596874735,0.729083966951593,0.721870441390802,0.889604819500419,0.710038471624172,0.6833260343293,0.666981240265404,0.479956567867627,0.564024938891226,0.801907649782992,0.600384350579609,0.524606522537115,0.576552173854668,0.56152782739268,0.652592071418795,0.372331653417673,0.43700441309593,0.418760432076923,0.557851391127795,0.396960355695114,0.469227726773048,0.562567311767318,0.672048067929534,0.801330218215546,0.714611761502538,0.742516639649732,0.718126978809969,0.655599495050909,0.744343844610491,0.351482491756491,0.347514637359245,0.299425175067114,0.372841031253851,0.36364808210633,0.319894871806594,0.365507099697376,0.720325298254032,0.568360470309209,0.574448190934789,0.768650168381744,0.636299549764099,0.508958868337657,0.64927635453404,0.555261202673192,0.721070065285808,0.599772976885633,0.612963979378631,0.610858995465971,0.618268244416569,0.759054934653747,0.694879479248044,0.748305656061646,0.75740459421613,0.676466010531258,0.684713035533879,0.696927125108705,0.792639736213829,0.825151094369258,0.809014194806976,0.677952302547331,0.793354326372586
"CENTRAL CARBON METABOLISM IN CANCER ",0.0996797028485942,0.0830935005481693,0.0759074982419499,0.100244419089928,0.209935284430589,0.277418032927394,0.238564413037525,0.205761608989601,0.139326649316382,0.278340314908213,0.263513097140611,0.338063109407277,0.411278251897396,0.670171480897027,0.335718482633634,0.351108966872869,0.34729998270532,0.353562541830507,0.27905862929925,0.369787256859168,0.405329697472515,0.495823323811442,0.53661185825658,0.364197932817158,0.379249566557359,0.358180771449117,0.379226661735786,0.390293883826866,0.30953820770444,0.344808291332142,0.430170865597169,0.428384111074414,0.434410614146945,0,0.516452155359934,0.391280102830222,0.54815522799808,0.424791968050413,0.429603067215429,0.526707930889286,0.572506684176851,0.459863563730445,0.564740122637689,0.528915369598324,0.471135051204735,0.386824545244242,0.421658540457813,0.159935928355662,0.245385360158794,0.328795997153758,0.310487437458561,0.242912540373904,0.276339863787242,0.190874077094503,0.419327186945807,0.11545869755879,0.141762129880869,0,0.068557697633695,0.106411370162069,0.186125526685775,0.416749832797167,0.34126276293149,0.402153032986038,0.459733052633791,0.458834725549207,0.430836560828562,0.418767677157903,0.455023586873819,0.13179937103927,0.0509738151545863,0.0737461714398594,0.107673587332245,0.00899561723194564,0,0.106865566281513,0.402140920784072,0.0750690564236623,0.0170644426992472,0.570701923248294,0.34408667163217,0.0662401266794776,0.384203253482075,0.3013195802325,0.445297886866987,0.314896792879346,0.0467376886813894,0.36032165351124,0,0.498626713434415,0.404413434539225,0.443410314089268,0.452370866920456,0.396126873067165,0.404889216780607,0.415753761412374,0.482881866778522,0.515647352307318,0.38682227425698,0.38020986025123,0.471845826690101
"CHOLINE METABOLISM IN CANCER ",0.422021983786083,0.408032097789561,0.414159335885659,0.467010005612579,0.498976056120505,0.536091420486168,0.508669001580317,0.795998953993005,0.576110463518035,0.807538735349086,0.515625937148515,0.534159353499653,0.56320083937766,0.620770965997371,0.541828452208363,0.547097360942932,0.506443805885763,0.626007596096731,0.537441476019278,0.509639436393194,0.579842152057839,0.486866745314164,0.748310025794645,0.791899080745891,0.738892499098511,0.471738932234026,0.647175647493149,0.67024912738354,0.756089181463933,0.749948158268984,0.677922875808015,0.724411753454917,0.668641430362132,0.654438421104856,0.687708473393123,0.689334066803126,0.666923846648063,0.725763400258491,0.768413643630667,0.706832990274528,0.669403167708117,0.460103319189968,0.6791552552489,0.648506315432566,0.720886607254281,0.520309072587465,0.657362280855083,0.541743932445382,0.817722186002734,0.628758158197347,0.807930864362478,0.438527754850972,0.495404362121391,0.424463822612675,0.539106135735555,0.492637240156715,0.510675538796809,0.573698279568795,0.441654280931996,0.489954086411609,0.48233996718606,0.51249385882039,0.658093217433279,0.745641672302636,0.641743400045217,0.738668936240383,0.750987859367793,0.793867911925702,0.666881978160253,0.552730970059676,0.607467003829503,0.569943815274666,0.551674506483533,0.539260114559994,0.596963419345518,0.51091317774897,0.768646942175388,0.473028356629839,0.510426854092561,0.732895600852972,0.805825039125097,0.491618618654871,0.777491138505339,0.514802807899436,0.736627003195999,0.771199219607555,0.45164252973115,0.575011788794214,0.603624904967883,0.714584902610914,0.768500455939432,0.746358780853877,0.772523272320235,0.77104860718592,0.756591338983321,0.747840917805965,0.711618871673453,0.707446205816564,0.771402691969004,0.530636722720623,0.741718772320913
"GABAERGIC SYNAPSE ",0.503857704895248,0.471540786295917,0.496954499763304,0.578277278132631,0.580627141227124,0.623319072319454,0.501856721407997,0.620354860775861,0.589538081463517,0.554938920519651,0.601164896920638,0.69348141217695,0.668938171417461,0.729814478303694,0.842772488299897,0.689094927291051,0.670930060346165,0.658151473057307,0.606945197112841,0.847747225389197,0.841622346217127,0.732494669294422,0.823899809007141,0.742028948345414,0.838488995404481,0.836656403456563,0.805937769616151,0.747451974002566,0.72514196700956,0.697711245791636,0.81898261433373,0.766836690182194,0.809253758618372,0.720011113073472,0.80460174168266,0.807093842579435,0.777286488100811,0.770128967270219,0.848462135670384,0.811526272241041,0.827921900413564,0.755969534545572,0.748423374559044,0.818820224999291,0.757573594184759,0.839383307233699,0.843223532914732,0.528080598121373,0.599094045328158,0.809786058446049,0.452087268710125,0.516183841409134,0.599214654555818,0.456699342239411,0.741023286977139,0.53982735635681,0.566153911676213,0.600073145414971,0.513718082089345,0.524707627021718,0.583251195569529,0.587750471771789,0.834268314536519,0.802279788701407,0.868313756291475,0.818762829457203,0.840487712401925,0.850030499694568,0.819972125387789,0.631407164807978,0.660348119569075,0.643802798112172,0.561159098330698,0.545538451822305,0.661560156476208,0.543174544092827,0.82045441311997,0.517640396238319,0.514888424284973,0.898482755222582,0.879879794448913,0.545703692469829,0.876218337235768,0.506627420632329,0.88901700730128,0.57787202625243,0.529469944600853,0.758394567551682,0.741826660892575,0.841262282672877,0.770875541957198,0.855043807217974,0.776221864165035,0.763150163417343,0.860916395780429,0.74276805010501,0.903967805054922,0.876006997451177,0.548950978751428,0.837151898842974,0.803537246422538
"SEROTONERGIC SYNAPSE ",0.835394435362529,0.842164846617166,0.838573851686612,0.833594711835253,0.828104669069742,0.863806258081658,0.812979007151308,0.808640336377776,0.822998778915874,0.815789650502244,0.798965228429417,0.8645459198885,0.891849435904996,0.892602894624377,0.855491919268044,0.887162460399206,0.863290544695994,0.866806234997305,0.826644865058199,0.85653970704373,0.876132252989682,0.885772531660609,0.895354851520447,0.878501169140213,0.877368282621332,0.865360550054668,0.890223869160698,0.88113627386689,0.858206425622791,0.877558540796385,0.881001035303825,0.898022341993942,0.885706359642418,0.881196945760372,0.902971238613616,0.876135793869488,0.887866154675682,0.874410165767037,0.878097483302159,0.890228217646256,0.908320527047037,0.88174541914743,0.88561260140158,0.853219904879619,0.894338264752463,0.874906204685307,0.876164859532529,0.834840091816054,0.830040350161917,0.826668482460516,0.832858430905742,0.801954656420965,0.848152382672477,0.824340144664606,0.880189435016235,0.836960026724124,0.842221547997096,0.851364330629699,0.839134868179562,0.854543352247172,0.837081472767858,0.848642235225292,0.878819833571611,0.873722386388315,0.873615451819017,0.878677099787059,0.881600550942603,0.876100371134078,0.89782199832136,0.862005454063141,0.864055842209428,0.863816749453129,0.857159723932323,0.860330502306756,0.869959199127749,0.851992261481946,0.857133187544637,0.848320836742868,0.855730356441945,0.864751083045431,0.853809811206922,0.850164818812417,0.856166428168931,0.851016244312684,0.862460310463324,0.840968163149969,0.851355088650689,0.859663114837607,0.867979691585709,0.875328922477067,0.86626821113505,0.871332023204602,0.86281412511703,0.859512600910305,0.869426924605507,0.862770743460282,0.872234305148728,0.875837113296294,0.852889617050001,0.867013876298509,0.871619703481818
"DOPAMINERGIC SYNAPSE ",0.839425053199786,0.846268024062613,0.841341432449256,0.834678995442693,0.829614920946841,0.863723808497286,0.810179503941039,0.808719571439956,0.820153960821428,0.808389598325857,0.796192908805904,0.865120557695397,0.891371062899197,0.886650574497489,0.853701651251285,0.887292257006518,0.86642216711337,0.872670446588939,0.826451807900454,0.855660274812361,0.873420204700692,0.881515911453872,0.891669052837054,0.880287990128454,0.883098063053662,0.862393600031289,0.886082277390157,0.8841624348591,0.855666516435969,0.879231624288042,0.8752672674959,0.891501251057669,0.875477978382102,0.882445259344741,0.899601173582049,0.868095560817759,0.8816926763966,0.867628822607,0.874422978394992,0.885378599233712,0.90156066217539,0.875562771956365,0.886946491171177,0.848078901241107,0.892879478677757,0.873743583687887,0.883278542480652,0.835006196868901,0.830337109343927,0.819900143719729,0.832292891248925,0.802516696679542,0.850434808123964,0.826768269563544,0.880483859311177,0.841860486307766,0.846049545492586,0.851371318518582,0.837286692211946,0.854217843606611,0.835723879701885,0.851427846374008,0.883374040712445,0.867460433229135,0.86934642707525,0.87120501662473,0.873455064080021,0.875079030288723,0.895214220439635,0.865561707206521,0.870756707490097,0.868236670176437,0.860622843634809,0.861864767506861,0.870978115900716,0.857786306457134,0.852526327204322,0.850420652695512,0.855561483197812,0.856620901426687,0.855441524353039,0.850408785447508,0.854492575653025,0.852979129139032,0.860678392123158,0.842541028532777,0.853022252352812,0.856049592736139,0.864365649231215,0.867572145275341,0.86161338461596,0.865070396738316,0.858678290046339,0.857021018856064,0.866813554101281,0.860378954015452,0.864144348809768,0.866887689925508,0.847661613421818,0.860099250806278,0.862157472088312
"ADHERENS JUNCTION ",0.788654612598615,0.792309797807103,0.784414600874359,0.81179512087063,0.781792055106999,0.774282819553892,0.766834419456333,0.791935996153827,0.774989948508657,0.765120906027148,0.748605472441247,0.77097728240618,0.74307983475985,0.739057721741811,0.750379161006909,0.783260765983149,0.803033073348728,0.762691753162815,0.777162243763668,0.731847524545728,0.734558322536911,0.71989557696015,0.736416943224858,0.764950857980602,0.737509686014473,0.741528765540374,0.740872731463495,0.741440359218034,0.748107781558776,0.756547994395449,0.726656193792617,0.739789483554908,0.731460147896497,0.764661765506815,0.709704841069136,0.738384259336708,0.720086965753287,0.717329352097232,0.723194487011964,0.702124221734564,0.720684105734684,0.732481869164265,0.726811222963032,0.717076281500074,0.718791292428682,0.754883604760397,0.748875774161868,0.792321609837534,0.77915620266451,0.7380107194249,0.752705291112899,0.779557257112385,0.749577334123485,0.77860418848572,0.777070565585345,0.769980191336511,0.803424047500832,0.784413529896993,0.753759918178101,0.738079753414408,0.77059302028785,0.729454925947272,0.756210568626933,0.747222862748141,0.740325758649619,0.989310812238231,0.728849169807775,0.97518643738158,0.734820359641763,0.800356444197273,0.811564953222914,0.802066031515408,0.7926948331214,0.763756476769483,0.782431060716033,0.788855764718451,0.73706191779249,0.758885953363575,0.75302848639064,0.726467225405857,0.742339828639085,0.764397410319396,0.741336382621383,0.759016913985472,0.748921681463857,0.761136357414948,0.752380358369215,0.734591445767125,0.743764852879822,0.725657784991604,0.730391503853532,0.994497451401009,0.982131934850144,0.982305631805561,0.994072355406088,0.746172200799897,0.720534301588411,0.720862970194493,0.730327736318512,0.734385062381719,0.721355644079302
"MELANOMA ",0.395159352128618,0.374617894620591,0.363855743302007,0.368712576329878,0.503327030275808,0.532506727012285,0.496253230578527,0.4933994496325,0.509293357583691,0.502769853112296,0.464470758936021,0.592208417219815,0.24252962209264,0.237284793861751,0.644311795489015,0.218102492129313,0.607514085198248,0.190255541510019,0.608462283829974,0.668216096279971,0.619737643507972,0.735784047975942,0.723336783560982,0.661871485878262,0.639431544517902,0.625104878750499,0.635399607038535,0.615919376734988,0.636932347791703,0.626452478393654,0.698883976661544,0.675502001702782,0.686823338345213,0.294456700674451,0.706500147069045,0.682618272623871,0.217670244768389,0.714688485742279,0.698138318777872,0.744799830346077,0.72477890337884,0.733780358759895,0.364935544732252,0.620910009726833,0.723124458895744,0.676973555995229,0.602463506424788,0.451008264803515,0.539389068557441,0.615408867864012,0.655046701897452,0.517126571759922,0.586076022700602,0.448879667452837,0.604231054741183,0.521340600749896,0.41237210173083,0.316522535415493,0.323645174381846,0.529833142397992,0.461854470510916,0.342155658228614,0.612849237948883,0.684508906611585,0.612977836493162,0.700809101531394,0.73606544351935,0.708113332920706,0.638397223844444,0.489935084565625,0.385120093303168,0.412882306446426,0.433106518248036,0.33675432513133,0.335502446521832,0.434406121286803,0.6849098330758,0.331158217054031,0.303475248033871,0.212501780361029,0.678631807958768,0.453536604038269,0.70302092596168,0.593438633785623,0.680344584175152,0.61310587129328,0.296258034570146,0.582206876810744,0.575471319511822,0.697677992017913,0.671862029905872,0.70477866863865,0.707197666087394,0.712068060461501,0.702855714895348,0.680290421441491,0.715994844463531,0.730214417414215,0.699738349781537,0.65911187949683,0.770727707094466
"ALLOGRAFT REJECTION ",0.0976909987042303,0.142270782205145,0.174899460038061,0.116275599890992,0.126880617346399,0.123960932038002,0.115561141286731,0.0690773273930756,0.0474745046676428,0.047041366824721,0.121180181692061,0.156127523432383,0.254428025832917,0.282489779370327,0.151730676492264,0.135416151785071,0.167220248528515,0.276006487650551,0.149333349673277,0.175400958054105,0.241228646295392,0.126160255302174,0.25888886802467,0.134781836460152,0.183756458202488,0.174567132326596,0.209957472430338,0.173053400374497,0.148524824229495,0.177459395774626,0.313227343964908,0.214764419035229,0.241208651379898,0.330282147938102,0.228044559494051,0.324624010804198,0.272860075048002,0.22603184711464,0.154012442102849,0.244319498093357,0.31143988980726,0.167841304577707,0.254306178919363,0.264328313832617,0.178879138264759,0.0870805960369051,0.187861713943124,0.172296383210114,0.158374961595631,0.162495572338261,0.134625345879568,0.108147186327053,0.164653272544463,0,0.250876977780873,0.120159319912998,0.0570708344397521,0.298711188509696,0.195032422245825,0.105163697068418,0.14312828082424,0.193204980376809,0.175831757570474,0.126186809907657,0.255861489803399,0.27465168971165,0.233369218906077,0.161044681189831,0.218451352642112,0.0843336826433318,0.147877443951522,0.0642940497434783,0.143819335651596,0.285415584389713,0.266346778243828,0.0897421159852164,0.229499950377995,0.128835496926297,0.297622890032423,0.237757119887185,0.139436289010603,0.259703342158933,0.12516155999081,0.216517898613644,0.258242957233215,0.0564276568910438,0.232490692929823,0.199193989141186,0.26211580022293,0.169856620019223,0.145876534133596,0.161044681189831,0.190503042604939,0.0429200373619683,0.154307690675943,0.157437912631982,0.270195241426448,0.2374405025265,0.097318280246855,0.249588245852419,0.189264278853061
"GRAFT-VERSUS-HOST DISEASE ",0.0699239602896736,0.1208784788693,0.155081551606584,0.0886401446543531,0.0781835497356759,0.0567957273698059,0.0602626996726088,0.0506230657803166,0.0434289271168026,0.0628439419352845,0.104438731001483,0.113154431402133,0.226328134224497,0.251800970115513,0.109807621778184,0.0959293324381965,0.116971722623595,0.235742723118586,0.094801692748909,0.152239831646341,0.199682602330772,0.118153149903201,0.228459002581968,0.0938406014483794,0.142175027855645,0.143903246366608,0.173977951993472,0.126909451413197,0.105276478270068,0.134794541265321,0.283361370068199,0.190991825050031,0.214283854849821,0.298292810086216,0.194487462144112,0.292465577804465,0.238859349023571,0.186806181330115,0.139894555622009,0.204617996620435,0.280787025989352,0.144213923085916,0.219462477471204,0.223605307858998,0.14761059964483,0.0524456767278643,0.144730217790968,0.127133899784331,0.109594859240569,0.131553143112065,0.0752522491283302,0.0662482203155307,0.120583196810749,0,0.225235549549929,0.0791915887635372,0.00389523629959856,0.264275769471868,0.174267090497087,0.0875267774952813,0.0818766853678844,0.170159528699214,0.136095468840916,0.108148125084463,0.221694994823706,0.246626659134156,0.196979856819507,0.110515142740821,0.187507098162903,0.0634198292648163,0.115358193916767,0.0376895777420479,0.129404007900997,0.252792597566606,0.232389038954138,0.0651116607973609,0.195280884198909,0.104853761436493,0.271017997773379,0.207018567837692,0.0873168995861128,0.230624793833998,0.0889801834594373,0.172903689870848,0.22419589503027,0.00988289584242094,0.205819351162614,0.156630046658864,0.22661896724683,0.133943579611836,0.102136358421912,0.118878135928619,0.147949998889114,0.0129272012175355,0.106929200429825,0.128516137698775,0.233180894213023,0.201613499532787,0.0360128776765092,0.221104429136403,0.155949155748443
"CARDIAC MUSCLE CONTRACTION ",0.257148267099623,0.31568144655717,0.325287438681297,0.265133588741462,0.320124575720616,0.342420362179213,0.26492273578107,0.333472495787853,0.344026476764101,0.333287406494546,0.344644175331306,0.351502330881644,0.389583049912061,0.395883968387367,0.343310480332376,0.384875671915868,0.337608598184036,0.360727012896419,0.332929968029463,0.368785621219872,0.390873522365408,0.362857327031421,0.405106817202657,0.363862284559184,0.36276553942674,0.357438593534811,0.358917902566866,0.357716444028617,0.344328369034431,0.362050610818888,0.376210517323029,0.321099213377353,0.392139814944835,0.3898124302398,0.372406610133668,0.377984050074788,0.415475129363615,0.367334080850816,0.361774442312757,0.37884282501563,0.406252627693213,0.403705197301776,0.369151006791379,0.379028168240493,0.390068605520115,0.362681451155202,0.36979215511175,0.323100927872312,0.314514746491891,0.346636110377636,0.326104448413588,0.312027725081208,0.352364801972157,0.329904975076267,0.343793172597341,0.343830199837461,0.377022880429654,0.367668138163369,0.324613121903907,0.371296502789712,0.280499134029153,0.30534234538111,0.548996273029873,0.390215902011584,0.372868020332433,0.361524336436589,0.32175784998396,0.297810810331394,0.400996366960791,0.342031411435598,0.397273233733891,0.417560289871072,0.325142926173041,0.362222075203256,0.390483074740715,0.348332020327362,0.366552941213188,0.345180082787378,0.332724432234301,0.392151752465076,0.347898084755597,0.297638955201201,0.36080338507617,0.331923313534142,0.36828691231517,0.330924012422878,0.341582501980188,0.327829378295672,0.35876397227407,0.350531669457397,0.34138418744401,0.358624304958043,0.343313845543856,0.348957865253387,0.357023598716761,0.343647588124153,0.359807573375352,0.35436382283441,0.341706722503509,0.354997743202874,0.375603680974616
